projectid,gender,purchasing_reason,decide_purchase_reason,not_book_reason,other_projects_before_deicde,condo_payment,day_off_activity,most_interested_activites_participation,room_size_wanted,purchase_budget,residences_count,would_recommend,information_source,saw_sign,car_type,decision_time_frame,family_monthly_income,individual_monthly_income_baht,exercise_preference,condo_living_style,car_brand,purchase_intent,travel_route_today,marital_status,occupation,age,Project Brand,Project Type,Starting Price,Location,hour_sin,hour_cos,day,month,quarter,year,week,day_of_week,is_weekend,day_of_year,season
52,หญิง,ทำเลที่เดินทางสะดวกขึ้น,ราคา/ความคุ้มค่า,อยู่ระหว่างการตัดสินใจ,ไม่ได้เปรียบเทียบ,ขอสินเชื่อ,unknown,unknown,26-29 ตร.ม.,1.01 - 1.5M,หลังที่ 1,Missing,Facebook โครงการ,ป้ายบริเวณ ข้าง/หน้า สำนักงานขาย,"รถยนต์อเนกประสงค์ (SUV, MPV)",ภายใน 1 เดือน,"20,001 - 35,000","20,001 - 30,000",unknown,unknown,โตโยต้า (Toyota),อยู่เอง,unknown,โสด,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,ATMOZ,LOW RISE,1690000,บางนา,-0.8660254037844385,-0.5000000000000004,10,7,3,2021,27,5,1,191,3
52,หญิง,unknown,unknown,อยู่ระหว่างการตัดสินใจ,unknown,unknown,unknown,unknown,30-34 ตร.ม.,2.51 - 3.0M,Missing,Missing,Facebook Assetwise,unknown,Missing,7 - 12 เดือน,Missing,Missing,unknown,unknown,unknown,อยู่เอง,unknown,โสด,ธุรกิจส่วนตัว ประเภท,36-45 ปี,ATMOZ,LOW RISE,1690000,บางนา,-0.8660254037844385,-0.5000000000000004,18,8,3,2021,33,2,0,230,3
14,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Missing,4.01 - 4.5M,Missing,Missing,unknown,unknown,Missing,Missing,Missing,Missing,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Missing,BROWN,LOW RISE,2490000,พหลโยธิน,0.0,1.0,20,11,4,2021,46,5,1,324,4
16,หญิง,ทำเลที่เดินทางสะดวกขึ้น,unknown,Other,อื่นๆ โปรดระบุ,unknown,unknown,unknown,26-29 ตร.ม.,2.01 - 2.5M,Missing,Missing,Facebook Assetwise,unknown,มอเตอร์ไซค์,มากกว่า 1 ปี,"20,001 - 35,000","20,001 - 30,000",unknown,unknown,อื่นๆ,อยู่เอง,unknown,โสด,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,OTHER,LOW RISE,1590000,บางเขน,0.7071067811865476,-0.7071067811865475,14,2,1,2022,7,0,0,45,1
26,ชาย,unknown,unknown,unknown,unknown,unknown,unknown,unknown,23-25 ตร.ม.,1.51 - 2.0M,Missing,Missing,ป้ายหน้าโครงการ/รั้วโครงการ,unknown,"รถยนต์อเนกประสงค์ (SUV, MPV)",1 - 3 เดือน,"200,001 - 300,000","150,001 - 200,000",unknown,unknown,โตโยต้า (Toyota),อยู่เอง,unknown,สมรส มีบุตร (คน),ธุรกิจส่วนตัว ประเภท,36-45 ปี,KAVE,Campus Condo,2700000,พหลโยธิน,0.258819045102521,-0.9659258262890682,3,3,1,2022,9,3,0,62,2
59,หญิง,unknown,unknown,unknown,unknown,unknown,unknown,unknown,23-25 ตร.ม.,1.01 - 1.5M,Missing,Missing,unknown,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,Missing,ภายใน 1 เดือน,Missing,"150,001 - 200,000",unknown,unknown,unknown,อยู่เอง,unknown,โสด,อื่นๆ,45 ปีขึ้นไป,ATMOZ,LOW RISE,1490000,รังสิต,-0.9659258262890684,0.2588190451025203,13,3,1,2022,10,6,1,72,2
30,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Other,Missing,Missing,Missing,บอกต่อ,unknown,unknown,Missing,Missing,Missing,Missing,Other,อยู่ประจำทุกวัน,unknown,unknown,unknown,unknown,unknown,Missing,KAVE,Campus Condo,1670000,รามอินทรา-วัชรพล,0.7071067811865476,-0.7071067811865475,14,5,2,2022,19,5,1,134,2
7,ชาย,ทำเลที่เดินทางสะดวกขึ้น,ราคา/ความคุ้มค่า,unknown,อื่นๆ โปรดระบุ,ขอสินเชื่อ,unknown,unknown,30-34 ตร.ม.,2.01 - 2.5M,หลังที่ 1,Missing,Facebook Assetwise,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,มอเตอร์ไซค์,ภายใน 1 เดือน,"20,001 - 35,000","20,001 - 30,000",unknown,unknown,อื่นๆ,อยู่เอง,unknown,โสด,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,MODIZ,HIGH RISE,2000000,รัชดา,-0.7071067811865471,-0.7071067811865479,22,5,2,2022,20,6,1,142,2
63,ชาย,unknown,unknown,unknown,อื่นๆ โปรดระบุ,ขอสินเชื่อ,unknown,unknown,23-25 ตร.ม.,1.51 - 2.0M,หลังที่ 2,Missing,unknown,unknown,"รถยนต์อเนกประสงค์ (SUV, MPV)",1 - 3 เดือน,"200,001 - 300,000","120,001 - 150,000",unknown,unknown,โตโยต้า (Toyota),unknown,Other,โสด,ธุรกิจส่วนตัว ประเภท,45 ปีขึ้นไป,ATMOZ,LOW RISE,1490000,มีนบุรี,-0.7071067811865471,-0.7071067811865479,4,7,3,2022,27,0,0,185,3
27,หญิง,unknown,unknown,unknown,unknown,ขอสินเชื่อ,พักผ่อนส่วนตัว,unknown,23-25 ตร.ม.,2.01 - 2.5M,หลังที่ 1,Missing,unknown,unknown,Missing,ภายใน 1 เดือน,"100,001 - 120,000","20,001 - 30,000",unknown,unknown,unknown,อยู่เอง,unknown,โสด,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,IVORY,LOW RISE,2390000,รัชดา,-0.7071067811865471,-0.7071067811865479,9,7,3,2022,27,5,1,190,3
27,หญิง,ซื้อเก็บเป็นทรัพย์สิน,unknown,อยู่ระหว่างการตัดสินใจ,ไม่ได้เปรียบเทียบ,unknown,unknown,unknown,26-29 ตร.ม.,2.01 - 2.5M,Missing,Missing,Facebook โครงการ,Other,"รถเก๋ง Size M (Civic, Altis ...)",ภายใน 1 เดือน,"35,001 - 50,000","65,001 - 80,000",unknown,unknown,ฮอนด้า (Honda),อยู่เอง,unknown,สมรส มีบุตร (คน),พนักงานบริษัทเอกชน ประเภท,25-35 ปี,IVORY,LOW RISE,2390000,รัชดา,-0.9659258262890683,-0.25881904510252063,13,7,3,2022,28,2,0,194,3
26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,กิจกรรมกีฬา เช่น ฟุตบอล แบดมินตัน ว่ายน้ำ,Missing,Missing,Missing,Missing,unknown,unknown,Missing,Missing,Missing,Missing,Other,อยู่ประจำทุกวัน,unknown,unknown,unknown,unknown,unknown,Missing,KAVE,Campus Condo,2700000,พหลโยธิน,-0.2588190451025208,-0.9659258262890683,8,8,3,2022,32,0,0,220,3
63,หญิง,ลงทุน/ปล่อยเช่า,unknown,unknown,ไม่ได้เปรียบเทียบ,ขอสินเชื่อ,unknown,unknown,23-25 ตร.ม.,1.51 - 2.0M,มากกว่า 2 หลัง,Missing,ป้ายหน้าโครงการ/รั้วโครงการ,unknown,"รถยนต์อเนกประสงค์ (SUV, MPV)",ภายใน 1 เดือน,"100,001 - 120,000","80,001 - 100,000",unknown,unknown,โตโยต้า (Toyota),ปล่อยเช่า,ถ.รามคำแหง,สมรส มีบุตร (คน),พนักงานบริษัทเอกชน ประเภท,45 ปีขึ้นไป,ATMOZ,LOW RISE,1490000,มีนบุรี,0.258819045102521,-0.9659258262890682,11,9,3,2022,36,6,1,254,4
50,หญิง,ใกล้มหาวิทยาลัย,unknown,Other,ไม่ได้เปรียบเทียบ,เงินสด,ออกกำลังกาย,unknown,น้อยกว่า 23  ตร.ม.,1.51 - 2.0M,หลังที่ 2,Missing,ลูกค้าเก่า AssetWise,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,"รถยนต์อเนกประสงค์ (SUV, MPV)",ภายใน 1 เดือน,"100,001 - 120,000","50,001 - 65,000",unknown,unknown,Other,ปล่อยเช่า,unknown,โสด,อื่นๆ,45 ปีขึ้นไป,KAVE,Campus Condo,1690000,รังสิต,-0.8660254037844385,-0.5000000000000004,3,10,4,2022,40,0,0,276,4
62,ชาย,แต่งงาน/สร้างครอบครัวใหม่,unknown,อยู่ระหว่างการตัดสินใจ,ไม่ได้เปรียบเทียบ,unknown,ท่องเที่ยว,unknown,26-29 ตร.ม.,1.51 - 2.0M,Missing,Missing,Facebook โครงการ,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,"รถเก๋ง Size M (Civic, Altis ...)",1 - 3 เดือน,"35,001 - 50,000","40,001 - 50,000",unknown,unknown,มาสด้า (Mazda),อยู่เอง,Other,โสด,ธุรกิจส่วนตัว ประเภท,25-35 ปี,ATMOZ,LOW RISE,1590000,ปากเกร็ด,-0.8660254037844385,-0.5000000000000004,27,11,4,2022,47,6,1,331,4
61,ชาย,unknown,unknown,unknown,unknown,unknown,unknown,unknown,23-25 ตร.ม.,2.01 - 2.5M,Missing,Missing,Facebook โครงการ,unknown,Missing,ภายใน 1 เดือน,"100,001 - 120,000","80,001 - 100,000",unknown,unknown,unknown,unknown,Other,สมรส มีบุตร (คน),พนักงานบริษัทเอกชน ประเภท,36-45 ปี,KAVE,Campus Condo,2290000,เกษตร-นวมินทร์,-0.9659258262890683,-0.25881904510252063,11,12,4,2022,49,6,1,345,1
29,หญิง,unknown,unknown,อื่นๆ,ไม่ได้เปรียบเทียบ,unknown,พักผ่อนส่วนตัว,unknown,35-39 ตร.ม.,5.01 - 6.0M,Missing,Missing,ป้ายโฆษณา,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,"รถเก๋ง Size L (Accord, Camry ...)",1 - 3 เดือน,"200,001 - 300,000","≥ 400,001",unknown,unknown,โตโยต้า (Toyota),อยู่เอง,Other,สมรส มีบุตร (คน),รับราชการ ประเภท,36-45 ปี,MODIZ,HIGH RISE,3590000,บางโพ,-0.8660254037844385,-0.5000000000000004,14,1,1,2023,2,5,1,14,1
8,หญิง,ทำเลที่เดินทางสะดวกขึ้น,unknown,unknown,ไม่ได้เปรียบเทียบ,unknown,unknown,unknown,35-39 ตร.ม.,3.51 - 4.0M,Missing,Missing,Facebook โครงการ,unknown,"รถเก๋ง Size M (Civic, Altis ...)",1 - 3 เดือน,"50,001 - 65,000","50,001 - 65,000",unknown,unknown,โตโยต้า (Toyota),อยู่เอง,unknown,โสด,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,BROWN,LOW RISE,2000000,รัชดา,-0.4999999999999997,-0.8660254037844388,11,2,1,2023,6,5,1,42,1
74,ชาย,unknown,unknown,กังวลเรื่องสินเชื่อ,unknown,unknown,ออกกำลังกาย,unknown,23-25 ตร.ม.,1.01 - 1.5M,Missing,Missing,ป้ายโฆษณา,ป้ายบริเวณ ข้าง/หน้า สำนักงานขาย,Missing,1 - 3 เดือน,"20,001 - 35,000","15,001 - 20,000",unknown,unknown,โตโยต้า (Toyota),ปล่อยเช่า,unknown,สมรส ไม่มีบุตร,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,KAVE,Campus Condo,1390000,รังสิต,-0.9659258262890683,-0.25881904510252063,13,3,1,2023,11,0,0,72,2
48,หญิง,ลงทุน/ปล่อยเช่า,unknown,อยู่ระหว่างการตัดสินใจ,ไม่ได้เปรียบเทียบ,unknown,พักผ่อนส่วนตัว,unknown,23-25 ตร.ม.,1.01 - 1.5M,Missing,Missing,Facebook โครงการ,Other,Missing,1 - 3 เดือน,"20,001 - 35,000","20,001 - 30,000",unknown,unknown,unknown,ปล่อยเช่า,unknown,unknown,ธุรกิจส่วนตัว ประเภท,36-45 ปี,KAVE,Campus Condo,1790000,บางนา,1.2246467991473532e-16,-1.0,17,3,1,2023,11,4,0,76,2
46,หญิง,unknown,unknown,อื่นๆ,ไม่ได้เปรียบเทียบ,ขอสินเชื่อ,พักผ่อนส่วนตัว,unknown,26-29 ตร.ม.,2.51 - 3.0M,หลังที่ 1,Missing,ป้ายโฆษณา,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,"รถเก๋ง Size L (Accord, Camry ...)",ภายใน 1 เดือน,"65,001 - 80,000","65,001 - 80,000",unknown,unknown,ฮอนด้า (Honda),อยู่เอง,ถ. บรมราชชนนี,สมรส มีบุตร (คน),พนักงานบริษัทเอกชน ประเภท,45 ปีขึ้นไป,KAVE,Campus Condo,2590000,ศาลายา,-0.9659258262890684,0.2588190451025203,26,3,1,2023,12,6,1,85,2
76,ชาย,unknown,unknown,unknown,unknown,unknown,unknown,unknown,23-25 ตร.ม.,2.51 - 3.0M,Missing,Missing,Facebook Assetwise,unknown,Missing,1 - 3 เดือน,"50,001 - 65,000","40,001 - 50,000",unknown,unknown,unknown,อยู่เอง,Other,โสด,พนักงานบริษัทเอกชน ประเภท,45 ปีขึ้นไป,MODIZ,HIGH RISE,2590000,เกษตร-ศรีปทุม,0.258819045102521,-0.9659258262890682,21,6,2,2023,25,2,0,172,3
45,ชาย,ใกล้มหาวิทยาลัย,unknown,อยู่ระหว่างการตัดสินใจ,อื่นๆ โปรดระบุ,unknown,พักผ่อนส่วนตัว,unknown,30-34 ตร.ม.,4.01 - 4.5M,Missing,Missing,อื่นๆ,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,"รถเก๋ง Size L (Accord, Camry ...)",1 - 3 เดือน,"200,001 - 300,000","150,001 - 200,000",unknown,unknown,ฮอนด้า (Honda),อยู่เอง,unknown,สมรส มีบุตร (คน),ธุรกิจส่วนตัว ประเภท,45 ปีขึ้นไป,MODIZ,HIGH RISE,2510000,รังสิต,-0.7071067811865471,-0.7071067811865479,2,7,3,2023,26,6,1,183,3
62,หญิง,ทำเลที่เดินทางสะดวกขึ้น,unknown,ราคาสูงกว่างบประมาณในการซื้อ,ไม่ได้เปรียบเทียบ,unknown,พบปะสังสรรค์กับเพื่อน,unknown,23-25 ตร.ม.,1.01 - 1.5M,Missing,Missing,อื่นๆ,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,"ECO Car (Vios, Yaris, Jazz, City,  Mazda2 ...)",7 - 12 เดือน,"35,001 - 50,000","20,001 - 30,000",unknown,unknown,โตโยต้า (Toyota),อยู่เอง,Other,โสด,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,ATMOZ,LOW RISE,1590000,ปากเกร็ด,0.258819045102521,-0.9659258262890682,19,7,3,2023,29,2,0,200,3
71,หญิง,ใกล้ที่ทำงาน,unknown,อยู่ระหว่างการตัดสินใจ,ไม่ได้เปรียบเทียบ,unknown,ออกกำลังกาย,unknown,23-25 ตร.ม.,2.51 - 3.0M,Missing,Missing,ป้ายโฆษณา,ป้ายบริเวณ รั้วโครงการ/หน้าโครงการ,"รถยนต์อเนกประสงค์ (SUV, MPV)",ภายใน 1 เดือน,"35,001 - 50,000","40,001 - 50,000",unknown,unknown,Other,อยู่เอง,ซ.ลาดพร้าว-วังหิน,โสด,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,ATMOZ,LOW RISE,1890000,ลาดพร้าว-วังหิน,-0.8660254037844385,-0.5000000000000004,1,8,3,2023,31,1,0,213,3
94,unknown,unknown,unknown,unknown,unknown,unknown,ออกกำลังกาย,unknown,Missing,2.01 - 2.5M,Missing,Missing,ป้าย รั้วโครงการ,unknown,Missing,Missing,Missing,"50,001 - 65,000",unknown,unknown,unknown,unknown,unknown,unknown,พนักงานบริษัทเอกชน ประเภท,36-45 ปี,MODIZ,HIGH RISE,1790000,รังสิต,-0.9659258262890683,-0.25881904510252063,1,8,3,2023,31,1,0,213,3
71,หญิง,ทำเลที่เดินทางสะดวกขึ้น,unknown,อยู่ระหว่างการตัดสินใจ,อื่นๆ โปรดระบุ,unknown,พักผ่อนส่วนตัว,unknown,23-25 ตร.ม.,1.51 - 2.0M,Missing,Missing,Facebook โครงการ,Other,ไม่มีรถ,7 - 12 เดือน,"20,001 - 35,000","20,001 - 30,000",unknown,unknown,ไม่มีรถ,อยู่เอง,ซ.ลาดพร้าว-วังหิน,โสด,Other,25-35 ปี,ATMOZ,LOW RISE,1890000,ลาดพร้าว-วังหิน,-0.9659258262890683,-0.25881904510252063,9,8,3,2023,32,2,0,221,3
51,ชาย,ใกล้ที่ทำงาน,สิ่งอำนวยความสะดวกในโครงการ,อื่นๆ,ไม่ได้เปรียบเทียบ,ขอสินเชื่อ,พักผ่อนส่วนตัว,unknown,23-25 ตร.ม.,1.51 - 2.0M,หลังที่ 1,Missing,Facebook Assetwise,ป้ายบริเวณ ข้าง/หน้า สำนักงานขาย,"รถยนต์อเนกประสงค์ (SUV, MPV)",ภายใน 1 เดือน,"120,001 - 140,000","20,001 - 30,000",unknown,unknown,นิสสัน (Nissan),อยู่เอง,unknown,โสด,พนักงานบริษัทเอกชน ประเภท,ต่ำกว่า 25 ปี,ATMOZ,LOW RISE,1790000,ศรีราชา,-0.9659258262890683,-0.25881904510252063,20,8,3,2023,33,6,1,232,3
47,ชาย,ลงทุน/ปล่อยเช่า,unknown,unknown,unknown,unknown,unknown,unknown,23-25 ตร.ม.,1.51 - 2.0M,Missing,Missing,Facebook โครงการ,unknown,Missing,1 - 3 เดือน,Missing,"20,001 - 30,000",unknown,unknown,unknown,ปล่อยเช่า,unknown,โสด,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,KAVE,Campus Condo,1790000,ปทุมธานี,-1.0,-1.8369701987210297e-16,7,11,4,2023,45,1,0,311,4
74,ชาย,ลงทุน/ปล่อยเช่า,unknown,อื่นๆ,unknown,unknown,ท่องเที่ยว,unknown,26-29 ตร.ม.,Missing,Missing,Missing,unknown,unknown,มอเตอร์ไซค์,ภายใน 1 เดือน,Missing,Missing,unknown,unknown,ไม่มีรถ,ปล่อยเช่า,unknown,โสด,ธุรกิจส่วนตัว ประเภท,25-35 ปี,KAVE,Campus Condo,1390000,รังสิต,-0.9659258262890683,-0.25881904510252063,11,12,4,2023,50,0,0,345,1
76,หญิง,ซื้อเก็บเป็นทรัพย์สิน,ราคา/ความคุ้มค่า,อื่นๆ,ไม่ได้เปรียบเทียบ,ขอสินเชื่อ,Shopping,unknown,26-29 ตร.ม.,2.51 - 3.0M,หลังที่ 1,Missing,ลูกค้าเก่า AssetWise,ป้ายหน้าโครงการ,"รถเก๋ง Luxury (Benz ,BMW ,Lexus ,Volvo ,Audi ,Mini Cooper)",ภายใน 1 เดือน,"35,001 - 50,000","40,001 - 50,000",unknown,unknown,Other,เก็บเป็นทรัพย์สิน,ถ.พหลโยธินฯ,โสด,ธุรกิจส่วนตัว ประเภท,25-35 ปี,MODIZ,HIGH RISE,2590000,เกษตร-ศรีปทุม,-0.7071067811865471,-0.7071067811865479,28,12,4,2023,52,3,0,362,1
50,unknown,unknown,unknown,unknown,unknown,unknown,พักผ่อนส่วนตัว,unknown,Missing,1.01 - 1.5M,Missing,Missing,เพื่อน/ญาติแนะนำ,unknown,Missing,Missing,Missing,"65,001 - 80,000",unknown,unknown,unknown,unknown,unknown,unknown,พนักงานบริษัทเอกชน ประเภท,36-45 ปี,KAVE,Campus Condo,1690000,รังสิต,-1.0,-1.8369701987210297e-16,7,1,1,2024,1,6,1,7,1
49,ชาย,ลงทุน/ปล่อยเช่า,unknown,unknown,unknown,unknown,พักผ่อนส่วนตัว,unknown,51-60 ตร.ม.,2.51 - 3.0M,Missing,Missing,Other,ป้ายหน้าสำนักงานขาย,"ECO Car (Vios, Yaris, Jazz, City,  Mazda2 ...)",4 - 6 เดือน,Missing,"50,001 - 65,000",unknown,unknown,มาสด้า (Mazda),unknown,ถ. ศรีนครินทร์,สมรส ไม่มีบุตร,พนักงานบริษัทเอกชน ประเภท,25-35 ปี,MODIZ,HIGH RISE,2390000,ศรีนครินทร์,-0.9659258262890683,-0.25881904510252063,10,1,1,2024,2,2,0,10,1
81,หญิง,ใกล้มหาวิทยาลัย,unknown,รอพาคนตัดสินใจมาดู,unknown,unknown,ออกกำลังกาย,unknown,น้อยกว่า 23  ตร.ม.,1.51 - 2.0M,Missing,Missing,ป้ายโฆษณา,ป้านหน้าสำนักงานขาย,มอเตอร์ไซค์,4 - 6 เดือน,Missing,"15,001 - 20,000",unknown,unknown,อื่นๆ,อยู่เอง,unknown,โสด,อื่นๆ,ต่ำกว่า 25 ปี,KAVE,Campus Condo,1790000,บางแสน,-0.8660254037844385,-0.5000000000000004,17,1,1,2024,3,2,0,17,1
47,ชาย,ใกล้มหาวิทยาลัย,ทำเล,unknown,ไม่ได้เปรียบเทียบ,เงินสด,พักผ่อนส่วนตัว,unknown,23-25 ตร.ม.,1.51 - 2.0M,หลังที่ 1,Missing,ลูกค้าเก่า AssetWise,Other,ไม่มีรถ,ภายใน 1 เดือน,"20,001 - 35,000","20,001 - 30,000",unknown,unknown,ไม่มีรถ,ปล่อยเช่า,unknown,โสด,อื่นๆ,ต่ำกว่า 25 ปี,KAVE,Campus Condo,1790000,ปทุมธานี,-1.0,-1.8369701987210297e-16,20,1,1,2024,3,5,1,20,1
